PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE
Condo/Co-op,239 Old Farms Rd Unit 17D,Avon,CT,6001,79900,1,1,660,0,1967,292,http://www.redfin.com/CT/Avon/239-Old-Farms-Rd-06001/unit-17D/home/136449918,41.7944185,-72.8358537
Single Family Residential,3 Edgewood Cir #3,Avon,CT,6001,169900,2,1,1110,21780,1978,13,http://www.redfin.com/CT/Avon/3-Edgewood-Cir-06001/unit-3/home/146982463,41.8097133,-72.8495863
Single Family Residential,1 Hudson St,Bethel,CT,6801,274000,2,1,960,7840,1957,0,http://www.redfin.com/CT/Bethel/1-Hudson-St-06801/home/107281831,41.376423,-73.4297807
Condo/Co-op,26 Crocus Ln #26,Avon,CT,6001,149900,2,2,1200,0,1970,375,http://www.redfin.com/CT/Avon/26-Crocus-Ln-06001/unit-26/home/144528482,41.766841,-72.8757849
Condo/Co-op,45 Byron Dr #45,Avon,CT,6001,239900,2,2,1254,0,1978,409,http://www.redfin.com/CT/Avon/45-Byron-Dr-06001/unit-45/home/172333780,41.77596,-72.879092
Single Family Residential,39 South St,Bethel,CT,6801,185000,3,1,1022,5227,1914,0,http://www.redfin.com/CT/Bethel/39-South-St-06801/home/107282781,41.3699868,-73.4115867
Single Family Residential,55 Payne Rd,Bethel,CT,6801,320000,3,1,1056,10454,1955,0,http://www.redfin.com/CT/Bethel/55-Payne-Rd-06801/home/107279881,41.4046655,-73.4012844
Single Family Residential,23 Maplewood Ave,Bloomfield,CT,6002,50000,3,1,1206,7405,1930,0,http://www.redfin.com/CT/Bloomfield/23-Maplewood-Ave-06002/home/53944777,41.8152699,-72.6965653
Single Family Residential,32 Packard St,Bloomfield,CT,6002,199000,3,1,1008,7840,1972,0,http://www.redfin.com/CT/Bloomfield/32-Packard-St-06002/home/53945334,41.8197813,-72.6898978
Single Family Residential,70 Ellsworth Dr,Bloomfield,CT,6002,139900,3,1,984,12196,1953,0,http://www.redfin.com/CT/Bloomfield/70-Ellsworth-Dr-06002/home/53943432,41.8293768,-72.6898338
Condo/Co-op,14 Byron Dr #14,Avon,CT,6001,235000,2,2.5,1462,0,1978,398,http://www.redfin.com/CT/Avon/14-Byron-Dr-06001/unit-14/home/172644922,41.773542,-72.878813
Single Family Residential,44 Bayberry Ln,Branford,CT,6405,525000,4,1,1536,23958,1918,38,http://www.redfin.com/CT/Branford/44-Bayberry-Ln-06405/home/54124195,41.2521435,-72.81252
Single Family Residential,8 Damien Rd,Branford,CT,6405,190000,2,1,888,30491,1960,0,http://www.redfin.com/CT/Branford/8-Damien-Rd-06405/home/54123154,41.2818555,-72.8440475
Single Family Residential,95 Beckett Ave,Branford,CT,6405,420000,3,1,1324,3484,1930,5,http://www.redfin.com/CT/Branford/95-Beckett-Ave-06405/home/54123217,41.2573483,-72.8469343
Single Family Residential,26 Killams Point Rd,Branford,CT,6405,525000,2,1,1108,27878,1885,128,http://www.redfin.com/CT/Branford/22-26-Killams-Point-Rd-06405/home/54115399,41.258341,-72.840427
Single Family Residential,156 Short Beach Rd,Branford,CT,6405,199000,2,1,864,15245,1947,0,http://www.redfin.com/CT/Branford/156-Short-Beach-Rd-06405/home/54123452,41.2629542,-72.832831
Condo/Co-op,22 Maple Ln #22,Avon,CT,6001,224900,3,2.5,1531,0,1977,477,http://www.redfin.com/CT/Avon/22-Maple-Ln-06001/unit-22/home/144522129,41.771653,-72.877337
Condo/Co-op,19 Applewood Ln #19,Avon,CT,6001,304900,3,2.5,2048,0,1978,463,http://www.redfin.com/CT/Avon/19-Applewood-Ln-06001/unit-19/home/172386430,41.7690439,-72.8781092
Single Family Residential,379 Intervale Rd,Bridgeport,CT,6610,145000,2,1,1080,9147,1965,0,http://www.redfin.com/CT/Bridgeport/379-Intervale-Rd-06610/home/107058307,41.2275214,-73.1596103
Single Family Residential,104 Jourmire Rd,Bridgeport,CT,6606,275000,3,1,1104,7840,1953,0,http://www.redfin.com/CT/Bridgeport/104-Jourmire-Rd-06606/home/109670422,41.2252632,-73.2337894
Single Family Residential,256 Merritt St,Bridgeport,CT,6606,237900,2,1,2026,6969,1953,0,http://www.redfin.com/CT/Bridgeport/256-Merritt-St-06606/home/107058594,41.2093209,-73.2138013
Condo/Co-op,6 Rivermead #6,Avon,CT,6001,189000,2,2.5,1388,0,1984,462,http://www.redfin.com/CT/Avon/6-Rivermead-06001/unit-6/home/144523051,41.803257,-72.820941
Single Family Residential,393 Remington St,Bridgeport,CT,6610,119900,2,1,992,1742,1917,0,http://www.redfin.com/CT/Bridgeport/393-Remington-St-06610/home/107054195,41.1987141,-73.1661106
Condo/Co-op,3 Ivy Cv #3,Avon,CT,6001,219900,2,2.5,1994,0,1984,417,http://www.redfin.com/CT/Avon/3-Ivy-Cv-06001/unit-3/home/172073257,41.80664,-72.8146321
Single Family Residential,326 Seaview Ave,Bridgeport,CT,6607,179900,3,1,1202,7405,1930,0,http://www.redfin.com/CT/Bridgeport/326-Seaview-Ave-06607/home/107066215,41.1691786,-73.1689473
Condo/Co-op,5 Spyglass Dr #5,Avon,CT,6001,289000,3,3.5,2630,0,1984,445,http://www.redfin.com/CT/Avon/5-Spyglass-Dr-06001/unit-5/home/171235576,41.808842,-72.814943
Condo/Co-op,14 Brenthaven #14,Avon,CT,6001,465000,4,3.5,3148,0,1990,445,http://www.redfin.com/CT/Avon/14-Brenthaven-Rd-06001/unit-14/home/172236856,41.8107049,-72.8112542
Condo/Co-op,17 Taylor Ave Unit B,Bethel,CT,6801,159000,2,1,960,0,1900,115,http://www.redfin.com/CT/Bethel/17-Taylor-Ave-06801/unit-B/home/107279733,41.3677914,-73.4152356
Condo/Co-op,17 Taylor Ave Unit A,Bethel,CT,6801,169000,2,1,1320,0,1900,115,http://www.redfin.com/CT/Bethel/17-Taylor-Ave-06801/unit-A/home/107279292,41.3677914,-73.4152356
Single Family Residential,1029 Pembroke St,Bridgeport,CT,6608,119000,3,1,1338,1306,1887,0,http://www.redfin.com/CT/Bridgeport/1029-Pembroke-St-06608/home/107060056,41.18825,-73.177943
Condo/Co-op,93 Chestnut St Unit C,Bethel,CT,6801,155000,2,1.5,1112,0,1978,252,http://www.redfin.com/CT/Bethel/93-Chestnut-St-06801/unit-C/home/107278676,41.3665561,-73.4063034
Condo/Co-op,23 Hudson St #50,Bethel,CT,6801,249900,2,1.5,1523,0,1979,259,http://www.redfin.com/CT/Bethel/23-Hudson-St-06801/unit-50/home/107281458,41.3758371,-73.43199
Single Family Residential,232 Remington St,Bridgeport,CT,6610,119900,2,1,992,1742,1917,0,http://www.redfin.com/CT/Bridgeport/232-Remington-St-06610/home/107054417,41.1965554,-73.1665565
Single Family Residential,606 Hart St,Bridgeport,CT,6606,224900,3,1,1188,4791,1957,0,http://www.redfin.com/CT/Bridgeport/606-Hart-St-06606/home/107035063,41.2070541,-73.2009435
Single Family Residential,586 Soundview Ave,Bridgeport,CT,6606,189000,3,1,1026,7405,1954,0,http://www.redfin.com/CT/Bridgeport/586-Soundview-Ave-06606/home/107034514,41.2178285,-73.1944491
Townhouse,Bransford,Bethel,CT,6801,414995,2,2,1509,0,unknown,0,http://www.redfin.com/CT/Bethel/The-Summit-at-Bethel/Bransford/home/169931530,41.381091,-73.415743
Condo/Co-op,88 Copper Square Dr #88,Bethel,CT,6801,460000,3,2.5,2168,0,2014,294,http://www.redfin.com/CT/Bethel/88-Copper-Square-Dr-06801/unit-88/home/172644130,41.4157466,-73.3860001
Condo/Co-op,2 Lockwood Cir,Bethel,CT,6801,560000,3,2.5,3257,0,2013,330,http://www.redfin.com/CT/Bethel/2-Lockwood-Cir-06801/home/107281545,41.386432,-73.412868
Condo/Co-op,31 Briar Ridge Dr #31,Bethel,CT,6801,569900,3,2.5,2658,0,2011,348,http://www.redfin.com/CT/Bethel/Briar-Ridge-Dr-06801/unit-31/home/146512388,41.385339,-73.411328
Condo/Co-op,30 Hunting Ridge Ln #24,Bethel,CT,6801,426483,3,2.5,1860,0,2020,348,http://www.redfin.com/CT/Bethel/30-Hunting-Ridge-Ln-06801/unit-24/home/171304838,41.381215,-73.4062586
Condo/Co-op,119 Great Hill Dr #193,Bethel,CT,6801,449995,3,2.5,2316,0,2020,340,http://www.redfin.com/CT/Bethel/119-Great-Hill-Dr-06801/unit-193/home/170268000,41.3893985,-73.4114026
Condo/Co-op,22 Great Hill Dr,Bethel,CT,6801,410000,3,2.5,2126,0,2010,340,http://www.redfin.com/CT/Bethel/22-Great-Hill-Dr-06801/home/107280651,41.386944,-73.414626
Condo/Co-op,18 Great Hill Dr #18,Bethel,CT,6801,499900,2,2.5,2223,0,2011,340,http://www.redfin.com/CT/Bethel/18-Great-Hill-Dr-06801/unit-18/home/167023424,41.3873979,-73.4120688
Single Family Residential,37 S Crossing Way,Bethel,CT,6801,599995,4,2.5,2723,0,2020,0,http://www.redfin.com/CT/Bethel/37-S-Crossing-Way-06801/home/109745355,41.3781133,-73.4043703
Townhouse,119 Great Hill Dr,Bethel,CT,6801,449995,3,2.5,2316,0,2020,0,http://www.redfin.com/CT/Bethel/119-Great-Hill-Dr-06801/home/107282145,41.388048,-73.411004
Single Family Residential,5 N Crossing Way,Bethel,CT,6801,749995,4,2.5,3542,0,2019,0,http://www.redfin.com/CT/Bethel/5-N-Crossing-Way-06801/home/109745333,41.3797016,-73.4026579
Single Family Residential,406 Charles St,Bridgeport,CT,6606,274900,3,1,1679,6534,1892,0,http://www.redfin.com/CT/Bridgeport/406-Charles-St-06606/home/107034354,41.1934882,-73.2028547
Townhouse,Reynolds,Bethel,CT,6801,399995,2,2.5,1850,0,unknown,0,http://www.redfin.com/CT/Bethel/The-Summit-at-Bethel/Reynolds/home/169911812,41.381091,-73.415743
Townhouse,Henderson,Bethel,CT,6801,428995,3,2.5,2316,0,unknown,0,http://www.redfin.com/CT/Bethel/The-Summit-at-Bethel/Henderson/home/169873648,41.381091,-73.415743
Townhouse,Brandeis,Bethel,CT,6801,468995,3,2.5,2531,0,unknown,0,http://www.redfin.com/CT/Bethel/The-Summit-at-Bethel/Brandeis/home/169920900,41.381091,-73.415743
Single Family Residential,195 N Anthony St,Bridgeport,CT,6606,219900,3,1,1200,6098,1955,0,http://www.redfin.com/CT/Bridgeport/195-N-Anthony-St-06606/home/107056965,41.2164585,-73.2208636
Single Family Residential,1385 Iranistan Ave,Bridgeport,CT,6605,150000,2,1,960,2178,1903,0,http://www.redfin.com/CT/Bridgeport/1385-Iranistan-Ave-06605/home/107063571,41.1788493,-73.2039967
Single Family Residential,104 Goldenrod Ave,Bridgeport,CT,6606,234999,3,1,1216,5662,1959,0,http://www.redfin.com/CT/Bridgeport/104-Goldenrod-Ave-06606/home/107065716,41.2119544,-73.2124583
Townhouse,Lehman,Bethel,CT,6801,416995,3,2.5,1859,0,unknown,0,http://www.redfin.com/CT/Bethel/The-Summit-at-Bethel/Lehman/home/169873647,41.381091,-73.415743
Condo/Co-op,1 Camelot Dr #6,Bloomfield,CT,6002,84990,2,1.5,1598,0,1965,474,http://www.redfin.com/CT/Bloomfield/1-Camelot-Dr-06002/unit-6/home/53942419,41.8307226,-72.7038362
Single Family Residential,1867 Chopsey Hill Rd,Bridgeport,CT,6606,245000,3,1,1104,17859,1959,0,http://www.redfin.com/CT/Bridgeport/1867-Chopsey-Hill-Rd-06606/home/107050700,41.2260746,-73.2014677
Condo/Co-op,227 Wintonbury Ave #3,Bloomfield,CT,6002,79900,2,1.5,1088,0,1965,474,http://www.redfin.com/CT/Bloomfield/227-Wintonbury-Ave-06002/unit-3/home/53947240,41.8305234,-72.7039833
Condo/Co-op,4 Spy Glass Cir #4,Bloomfield,CT,6002,534000,4,2.5,3494,0,2008,600,http://www.redfin.com/CT/Bloomfield/4-Spy-Glass-Cir-06002/unit-4/home/170490460,41.818239,-72.751
Single Family Residential,291 Hanover St,Bridgeport,CT,6605,179000,3,1,1338,1306,1870,0,http://www.redfin.com/CT/Bridgeport/291-Hanover-St-06605/home/107056282,41.1715589,-73.2021731
Single Family Residential,6 Turnberry Ln #116,Bloomfield,CT,6002,389900,3,3,3144,0,2005,600,http://www.redfin.com/CT/Bloomfield/6-Turnberry-Ln-06002/unit-116/home/172341351,41.8211579,-72.7461823
Condo/Co-op,369 Walden Grn,Branford,CT,6405,145000,1,1,732,0,1974,265,http://www.redfin.com/CT/Branford/369-Walden-Green-Rd-06405/home/54114747,41.2739374,-72.8433834
Condo/Co-op,54D Briarwood Ln Unit D,Branford,CT,6405,95000,2,1,840,0,1969,195,http://www.redfin.com/CT/Branford/54-Briarwood-Ln-06405/unit-D/home/172527718,41.268098,-72.8351498
Condo/Co-op,9 Pineview Dr Unit A,Branford,CT,6405,135000,2,1,906,0,1982,165,http://www.redfin.com/CT/Branford/9-Pineview-Dr-06405/unit-A/home/54119002,41.306796,-72.812362
Condo/Co-op,161 Watch Hill Rd #161,Branford,CT,6405,185000,2,1.5,1560,0,1977,376,http://www.redfin.com/CT/Branford/161-Watch-Hill-Rd-06405/unit-161/home/172618991,41.3032071,-72.8288864
Condo/Co-op,17 Montoya Dr #17,Branford,CT,6405,250000,2,2,1140,0,1987,364,http://www.redfin.com/CT/Branford/17-Montoya-Dr-06405/unit-17/home/144513306,41.2813334,-72.8268606
Condo/Co-op,60 Maple St #26,Branford,CT,6405,325000,2,2,1331,0,2006,554,http://www.redfin.com/CT/Branford/60-Maple-St-06405/unit-26/home/54113701,41.2720432,-72.8180572
Single Family Residential,11 Rose Ln,Danbury,CT,6811,229000,2,1,914,13503,1957,0,http://www.redfin.com/CT/Danbury/11-Rose-Ln-06811/home/107000627,41.4204144,-73.4569569
Condo/Co-op,5 Montoya Dr #5,Branford,CT,6405,179900,2,2,1090,0,1987,364,http://www.redfin.com/CT/Branford/5-Montoya-Dr-06405/unit-5/home/172244243,41.2813648,-72.8277857
Condo/Co-op,49 Rose St #406,Branford,CT,6405,215000,2,2,1056,0,1993,282,http://www.redfin.com/CT/Branford/49-Rose-St-06405/unit-406/home/54119456,41.2837416,-72.8121197
Single Family Residential,10 Great Meadow Rd,Danbury,CT,6811,329000,3,1,1444,14374,1958,0,http://www.redfin.com/CT/Danbury/10-Great-Meadow-Rd-06811/home/106999705,41.4360274,-73.4426891
Single Family Residential,8 Linden Shrs #8,Branford,CT,6405,729000,3,2.5,3400,0,1994,695,http://www.redfin.com/CT/Branford/8-Waters-Edge-06405/unit-8/home/169879763,41.258061,-72.805678
Condo/Co-op,150 Watch Hill Rd #150,Branford,CT,6405,185000,2,2.5,1628,0,1979,314,http://www.redfin.com/CT/Branford/150-Watch-Hill-Rd-06405/unit-150/home/172675852,41.303932,-72.8290896
Single Family Residential,21 Luisa Ct,Branford,CT,6405,514900,3,2.5,2104,0,2020,200,http://www.redfin.com/CT/Branford/1236-Main-St-06405/home/172656234,41.2841512,-72.8099861
Single Family Residential,26 Dana Rd,Danbury,CT,6811,269900,3,1,1240,31363,1960,0,http://www.redfin.com/CT/Danbury/26-Dana-Rd-06811/home/107001262,41.4359977,-73.4815256
Condo/Co-op,87 Quarry Dock Rd #87,Branford,CT,6405,432500,3,2.5,2596,0,1986,350,http://www.redfin.com/CT/Branford/87-Quarry-Dock-Rd-06405/unit-87/home/172385997,41.2680733,-72.8137681
Single Family Residential,16 Vista Ave,Danbury,CT,6810,195000,1,1,468,7840,1932,46,http://www.redfin.com/CT/Danbury/16-Vista-Ave-06811/home/145326893,41.444455,-73.4490315
Single Family Residential,34 Beech St,Danbury,CT,6810,295000,3,1,1221,10018,1965,0,http://www.redfin.com/CT/Danbury/34-Beech-St-06810/home/171845189,41.4115496,-73.4432912
Condo/Co-op,40 Quarry Dock Rd #40,Branford,CT,6405,575000,3,2.5,2819,0,1988,472,http://www.redfin.com/CT/Branford/40-Quarry-Dock-Rd-06405/unit-40/home/144538079,41.2680768,-72.8170911
Single Family Residential,36 Linden Shrs #36,Branford,CT,6405,649000,3,3,2796,0,1988,675,http://www.redfin.com/CT/Branford/36-Fair-Winds-06405/unit-36/home/171966523,41.2574019,-72.8076458
Condo/Co-op,44 Quarry Dock Rd #44,Branford,CT,6405,589000,3,3.5,2378,0,1988,481,http://www.redfin.com/CT/Branford/44-Quarry-Dock-Rd-06405/unit-44/home/171434851,41.2678322,-72.8175587
Single Family Residential,13 Wondy Way,Danbury,CT,6811,269900,3,1,1184,7840,1952,6,http://www.redfin.com/CT/Danbury/13-Wondy-Way-06811/home/106983204,41.4320276,-73.4512323
Condo/Co-op,2370 North Ave Unit 5G,Bridgeport,CT,6604,59900,1,1,775,0,1962,454,http://www.redfin.com/CT/Bridgeport/2370-North-Ave-06604/unit-5G/home/107063072,41.1788227,-73.216242
Single Family Residential,8 Hickory St,Danbury,CT,6810,229900,3,1,948,6098,1944,0,http://www.redfin.com/CT/Danbury/8-Hickory-St-06810/home/106994751,41.4115325,-73.4468143
Single Family Residential,5 Reservoir Rd,Danbury,CT,6810,495000,2,1,600,460864,1940,0,http://www.redfin.com/CT/Danbury/5-Reservoir-Rd-06810/home/106986671,41.3653795,-73.433686
Condo/Co-op,285 Glendale Ave Unit F6,Bridgeport,CT,6606,119000,1,1,713,0,1981,115,http://www.redfin.com/CT/Bridgeport/285-Glendale-Ave-06606/unit-F6/home/107049239,41.2126995,-73.2170972
Single Family Residential,20 Reynolds Rd,Danbury,CT,6811,329000,3,1,1535,14374,1964,0,http://www.redfin.com/CT/Danbury/20-Reynolds-Rd-06811/home/106994005,41.4251711,-73.4571296
Single Family Residential,3 Ford Ave,Danbury,CT,6810,195900,2,1,808,4791,1929,0,http://www.redfin.com/CT/Danbury/3-Ford-Ave-06810/home/106995169,41.4107,-73.4503892
Condo/Co-op,69 Kingsbury Rd Unit B,Bridgeport,CT,6610,70000,2,1,706,0,1981,249,http://www.redfin.com/CT/Bridgeport/69-Kingsbury-Rd-06610/unit-B/home/172684502,41.2047784,-73.1778172
Single Family Residential,00 E Pembroke Rd,Danbury,CT,6810,124000,1,1,64,89733,2003,0,http://www.redfin.com/CT/DANBURY/E-PEMBROKE-RD-06811/home/106983813,41.430858,-73.469669
Single Family Residential,60 Ball Pond Rd,Danbury,CT,6811,292000,2,1,1196,27878,1952,0,http://www.redfin.com/CT/Danbury/60-Ball-Pond-Rd-06811/home/107005041,41.4443212,-73.5123712
Condo/Co-op,50 Greenhouse Rd Unit 34D,Bridgeport,CT,6606,125000,1,1,825,0,1972,280,http://www.redfin.com/CT/Bridgeport/50-Greenhouse-Rd-06606/unit-34D/home/107051139,41.2192422,-73.2220066
Single Family Residential,4 Emma Rd,East Haven,CT,6512,269900,3,1,2192,12632,1955,0,http://www.redfin.com/CT/East-Haven/4-Emma-Rd-06512/home/54304373,41.2738832,-72.881779
Single Family Residential,109 Hughes St,East Haven,CT,6512,175000,2,1,800,5227,1950,0,http://www.redfin.com/CT/East-Haven/109-Hughes-St-06512/home/54301758,41.2826746,-72.8848243
Single Family Residential,137 Hemingway Ave,East Haven,CT,6512,219900,3,1,1476,50529,1943,0,http://www.redfin.com/CT/East-Haven/137-Hemingway-Ave-06512/home/54304295,41.2710468,-72.8709196
Single Family Residential,46 S Strong St,East Haven,CT,6513,199900,3,1,1520,5662,1966,0,http://www.redfin.com/CT/East-Haven/46-S-Strong-St-06513/home/54306996,41.3102748,-72.8600174
Single Family Residential,29 Elm Court Ext,East Haven,CT,6512,225000,3,1,1116,5662,1944,0,http://www.redfin.com/CT/East-Haven/29-Elm-Ct-06512/home/54305669,41.2796643,-72.872571
Condo/Co-op,,Bridgeport,CT,6610,105000,2,1,960,0,1949,348,http://www.redfin.com/CT/Bridgeport/Undisclosed-address-06610/home/172657627,41.2099389,-73.1741586
Single Family Residential,194 Beach Ave,East Haven,CT,6512,525000,3,1,1320,8276,1930,0,http://www.redfin.com/CT/East-Haven/194-Beach-Ave-06512/home/54299285,41.2452352,-72.8877108
Single Family Residential,3 Ellis Rd,East Haven,CT,6512,549000,2,1,930,3049,1930,0,http://www.redfin.com/CT/East-Haven/3-Ellis-Rd-06512/home/54300234,41.2432785,-72.8809089
Single Family Residential,115 Tahmore Dr,Fairfield,CT,6825,970000,3,1,1861,20037,1951,33,http://www.redfin.com/CT/Fairfield/115-Tahmore-Dr-06825/home/107124319,41.1933796,-73.2579917
Single Family Residential,122 Tunxis Hill Cut Off,Fairfield,CT,6825,339900,3,1,946,6098,1936,0,http://www.redfin.com/CT/Fairfield/122-Tunxis-Hill-Cut-06825/home/107140187,41.1782121,-73.2348954
Single Family Residential,12 Meadowbrook Rd,Fairfield,CT,6824,264000,2,1,894,4791,1918,0,http://www.redfin.com/CT/Fairfield/12-Meadowbrook-Rd-06824/home/107139329,41.1576636,-73.2428415
Single Family Residential,220 Pansy Rd,Fairfield,CT,6824,925000,3,1,1328,394218,1817,0,http://www.redfin.com/CT/Fairfield/220-Pansy-Rd-06824/home/107123734,41.1800716,-73.2571584
Single Family Residential,785 S Pine Creek Rd,Fairfield,CT,6824,579000,3,1,1249,10454,1954,0,http://www.redfin.com/CT/Fairfield/785-S-Pine-Creek-Rd-06824/home/107134396,41.1297731,-73.2672986
Condo/Co-op,431 Iranistan Ave,Bridgeport,CT,6604,65000,2,1,950,0,1973,388,http://www.redfin.com/CT/Bridgeport/431-Iranistan-Ave-06604/home/169222883,41.1668557,-73.1994014
Condo/Co-op,93 Ellsworth St #213,Bridgeport,CT,6605,150000,1,1,700,0,1988,198,http://www.redfin.com/CT/Bridgeport/93-Ellsworth-St-06605/unit-213/home/107053616,41.1554207,-73.2213812
Single Family Residential,24 Fairview Dr,Farmington,CT,6032,269900,3,1,1642,18295,1953,0,http://www.redfin.com/CT/Farmington/24-Fairview-Dr-06032/home/54428787,41.7197003,-72.7742271
Condo/Co-op,31 Albert Sq,Bridgeport,CT,6604,99900,1,1,750,0,1918,388,http://www.redfin.com/CT/Bridgeport/31-Albert-Sq-06604/home/144531164,41.165024,-73.1999533
Condo/Co-op,242 Pennsylvania Ave Unit C,Bridgeport,CT,6610,99900,1,1,650,0,1949,309,http://www.redfin.com/CT/Bridgeport/242-Pennsylvania-Ave-06610/unit-C/home/107053042,41.208832,-73.1747753
Condo/Co-op,881 Lafayette Blvd Unit 1D,Bridgeport,CT,6604,99900,1,1,584,0,1929,268,http://www.redfin.com/CT/Bridgeport/881-Lafayette-Blvd-06604/unit-1D/home/107066101,41.1747413,-73.1924403
Condo/Co-op,28 Canterbury Rd #28,Bridgeport,CT,6606,129900,1,1,740,0,1983,257,http://www.redfin.com/CT/Bridgeport/28-Canterbury-Rd-06606/unit-28/home/172580324,41.2120612,-73.2252298
Condo/Co-op,285 N Bishop Ave #16,Bridgeport,CT,6610,39500,2,1,638,0,1940,550,http://www.redfin.com/CT/Bridgeport/285-N-Bishop-Ave-06610/unit-16/home/172576280,41.196728,-73.1563518
Condo/Co-op,105 Louisiana Ave #105,Bridgeport,CT,6610,125000,2,1,948,0,1949,215,http://www.redfin.com/CT/Bridgeport/105-Louisiana-Ave-06610/unit-105/home/144526195,41.2097597,-73.1768441
Condo/Co-op,325 North Bishop Ave #28,Bridgeport,CT,6610,44990,2,1,620,0,1942,500,http://www.redfin.com/CT/Bridgeport/325-N-Bishop-Ave-06610/unit-28/home/144605884,41.1973076,-73.156287
Condo/Co-op,31 Roxbury Ln #31,Bridgeport,CT,6606,165000,2,1,1028,0,1983,357,http://www.redfin.com/CT/Bridgeport/31-Roxbury-Ln-06606/unit-31/home/172368131,41.2126582,-73.2251613
Condo/Co-op,295 North Bishop Ave #22,Bridgeport,CT,6610,65000,3,1,750,0,1940,516,http://www.redfin.com/CT/Bridgeport/295-N-Bishop-Ave-06610/unit-22/home/145542660,41.1969228,-73.1563961
Condo/Co-op,"353 Court D, Bld # 48",Bridgeport,CT,6610,63900,2,1,673,0,1943,550,http://www.redfin.com/CT/Bridgeport/353-Court-D-06610/home/172323022,41.2009859,-73.1590111
Single Family Residential,17 Buena Vista Dr,Greenwich,CT,6831,699900,3,1,1128,10454,1932,0,http://www.redfin.com/CT/Greenwich/17-Buena-Vista-Dr-06831/home/107018062,41.0310063,-73.6656928
Single Family Residential,3 Bolling Pl,Greenwich,CT,6830,799000,3,1,1198,2613,1923,0,http://www.redfin.com/CT/Greenwich/3-Bolling-Pl-06830/home/107014182,41.023796,-73.6274813
Single Family Residential,20 Spezzano Dr,Greenwich,CT,6878,509900,2,1,894,5227,1946,0,http://www.redfin.com/CT/Riverside/20-Spezzano-Dr-06878/home/107012812,41.0429948,-73.584372
Condo/Co-op,"340 Success, Bld #89 Ave #21",Bridgeport,CT,6610,31900,2,1,613,0,1943,550,http://www.redfin.com/CT/Bridgeport/340-Success-Bld-89-AVE-06610/unit-21/home/172320731,41.197139,-73.156975
Condo/Co-op,2625 Park Ave Unit 7L,Bridgeport,CT,6604,100000,1,1,837,0,1964,472,http://www.redfin.com/CT/Bridgeport/2625-Park-Ave-06604/unit-7L/home/107043689,41.1932295,-73.2167747
Condo/Co-op,2625 Park Ave Unit 5L,Bridgeport,CT,6604,120000,1,1,837,0,1964,465,http://www.redfin.com/CT/Bridgeport/2625-Park-Ave-06604/unit-5L/home/107060391,41.1932295,-73.2167747
Single Family Residential,87 Windsor Rd,Hamden,CT,6517,134900,2,1,744,6098,1951,0,http://www.redfin.com/CT/Hamden/87-Windsor-Rd-06517/home/54214684,41.3416447,-72.8998914
Single Family Residential,44 Highwood Ave,Hamden,CT,6514,210000,2,1,1144,9147,1960,0,http://www.redfin.com/CT/Hamden/44-Highwood-Ave-06514/home/54229929,41.3617212,-72.9347295
Condo/Co-op,19 Albert Sq,Bridgeport,CT,6604,119900,2,1,800,0,1918,386,http://www.redfin.com/CT/Bridgeport/19-Albert-Sq-06604/home/144531979,41.1647458,-73.1999564
Single Family Residential,145 Hubbard Pl,Hamden,CT,6517,149000,1,1,668,19166,1925,0,http://www.redfin.com/CT/Hamden/145-Hubbard-Pl-06517/home/54212809,41.3425484,-72.90078
Condo/Co-op,"283 Court D, Bld # 44",Bridgeport,CT,6610,55000,2,1,673,0,1943,525,http://www.redfin.com/CT/Bridgeport/283-Court-D-06610/home/172099716,41.198848,-73.1591118
Single Family Residential,177 Grandview Ave,Hamden,CT,6514,199000,2,1,1149,4791,1940,0,http://www.redfin.com/CT/Hamden/177-Grandview-Ave-06514/home/54218324,41.3581082,-72.9300578
Condo/Co-op,256 Court D BLD 55 #256,Bridgeport,CT,6610,65000,3,1,737,0,1940,517,http://www.redfin.com/CT/Bridgeport/256-Court-D-BLD-55-06610/unit-256/home/171801087,41.20046,-73.157351
Single Family Residential,49 Hawthorne Ave,Hamden,CT,6517,215000,4,1,1624,9147,1922,0,http://www.redfin.com/CT/Hamden/49-Hawthorne-Ave-06517/home/54220663,41.3605302,-72.9114277
Condo/Co-op,390 Charles St #304,Bridgeport,CT,6606,129500,2,1,900,0,1923,285,http://www.redfin.com/CT/Bridgeport/390-Charles-St-06606/unit-304/home/107042233,41.1936641,-73.2025683
Single Family Residential,14 Storrs St,Hartford,CT,6106,159999,2,1,900,7405,1954,0,http://www.redfin.com/CT/Hartford/14-Storrs-St-06106/home/54160686,41.7272096,-72.703871
Condo/Co-op,609 Ameridge Dr #109,Bridgeport,CT,6606,89500,1,1,921,0,1971,327,http://www.redfin.com/CT/Bridgeport/609-Ameridge-Dr-06606/unit-109/home/171256331,41.2115524,-73.2211435
Condo/Co-op,"43 Court A, Bldg-17",Bridgeport,CT,6610,53000,2,1,800,0,1943,500,http://www.redfin.com/CT/Bridgeport/43-Court-A-06610/home/170951363,41.1973987,-73.1577555
