PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE
Single Family Residential,5 Clear Brk,Farmington,CT,6032,709000,6,4.5,4887,43124,2000,58,http://www.redfin.com/CT/Farmington/5-Clear-Brk-06032/home/54430438,41.7202093,-72.8726905
Single Family Residential,55 Zaccheus Mead Ln,Greenwich,CT,6831,2895000,3,4.5,4178,177724,1960,0,http://www.redfin.com/CT/Greenwich/55-Zaccheus-Mead-Ln-06831/home/107016993,41.0421779,-73.6411804
Single Family Residential,120 Zaccheus Mead Ln,Greenwich,CT,6831,3295000,6,4.5,5246,43995,1939,0,http://www.redfin.com/CT/Greenwich/120-Zaccheus-Mead-Ln-06831/home/107012412,41.046375,-73.6507926
Condo/Co-op,690 Forest Rd #672,West Haven,CT,6516,227900,2,2.5,1668,0,1987,419,http://www.redfin.com/CT/West-Haven/690-Forest-Rd-06516/unit-672/home/54089269,41.3107034,-72.9732875
Single Family Residential,398 Field Point Rd,Greenwich,CT,6830,2450000,5,4.5,4405,30056,2002,0,http://www.redfin.com/CT/Greenwich/398-Field-Point-Rd-06830/home/107022723,41.0157862,-73.6359031
Single Family Residential,10 Pine Ridge Rd,Greenwich,CT,6830,2695000,5,4.5,3629,60983,1955,0,http://www.redfin.com/CT/Greenwich/10-Pine-Ridge-Rd-06830/home/107029898,41.0573558,-73.6047512
Condo/Co-op,690 Forest Rd #383,West Haven,CT,6516,369000,2,2.5,1802,0,1988,347,http://www.redfin.com/CT/West-Haven/690-Forest-Rd-06516/unit-383/home/54089318,41.3107034,-72.9732875
Condo/Co-op,690 Forest Rd #332,West Haven,CT,6516,289000,3,3,2346,0,1988,436,http://www.redfin.com/CT/West-Haven/690-Forest-Rd-06516/unit-332/home/54089301,41.3107034,-72.9732875
Townhouse,5 Idar Ct Unit B,Greenwich,CT,6830,2395000,3,4.5,3496,9583,2006,0,http://www.redfin.com/CT/Greenwich/5-Idar-Ct-06830/unit-B/home/107017040,41.0235491,-73.6317431
Single Family Residential,4 Sound View Ter,Greenwich,CT,6830,3000000,4,4.5,4050,7405,1925,0,http://www.redfin.com/CT/Greenwich/4-Sound-View-Ter-06830/home/107013631,41.0238539,-73.629638
Single Family Residential,545 Cognewaugh Rd,Greenwich,CT,6807,2375000,5,4.5,3999,57499,1885,0,http://www.redfin.com/CT/Cos-Cob/545-Cognewaugh-Rd-06807/home/107023302,41.0856904,-73.5990011
Condo/Co-op,23 Woodland Dr Unit B,Greenwich,CT,6830,2195000,4,4.5,2255,9583,2019,49,http://www.redfin.com/CT/Greenwich/23-Woodland-Dr-06830/unit-B/home/146891898,41.0219267,-73.629084
Single Family Residential,17 Intervale Pl,Greenwich,CT,6830,3695000,5,4.5,5028,31363,1901,0,http://www.redfin.com/CT/Greenwich/17-Intervale-Pl-06830/home/107022972,41.0171536,-73.6314968
Condo/Co-op,16 Whitney Gln #16,Westport,CT,6880,359000,1,1,760,0,1982,241,http://www.redfin.com/CT/Westport/16-Whitney-Gln-06880/unit-16/home/167123968,41.1407928,-73.3501037
Single Family Residential,350 Riversville Rd,Greenwich,CT,6831,2325000,4,4.5,6600,74052,2005,0,http://www.redfin.com/CT/Greenwich/350-Riversville-Rd-06831/home/107024034,41.0637598,-73.6758327
Single Family Residential,619 Steamboat Rd,Greenwich,CT,6830,4295000,4,4.5,3234,10890,1876,0,http://www.redfin.com/CT/Greenwich/619-Steamboat-Rd-06830/home/107023664,41.0151374,-73.6222122
Single Family Residential,15 Shoalpoint Ln,Greenwich,CT,6878,3790000,4,4.5,4019,13068,2004,0,http://www.redfin.com/CT/Riverside/15-Shoal-Point-Ln-06878/home/107025492,41.0277996,-73.5743427
Condo/Co-op,327 Folly Brook Blvd #327,Wethersfield,CT,6109,240000,2,2,1416,0,2009,330,http://www.redfin.com/CT/Wethersfield/327-Folly-Brook-Blvd-06109/unit-327/home/172554267,41.7161873,-72.6797926
Condo/Co-op,94 E Elm St #2,Greenwich,CT,6830,2995000,4,4.5,3460,7405,2003,0,http://www.redfin.com/CT/Greenwich/94-E-Elm-St-06830/unit-2/home/107025697,41.0268943,-73.6210223
Single Family Residential,26 Jeffrey Rd,Greenwich,CT,6830,2495000,3,4.5,5002,58806,1963,0,http://www.redfin.com/CT/Greenwich/26-Jeffrey-Rd-06830/home/107024950,41.0549582,-73.6046132
Single Family Residential,361 N Maple Ave,Greenwich,CT,6830,2750000,4,4.5,3086,26136,1865,0,http://www.redfin.com/CT/Greenwich/361-N-Maple-Ave-06830/home/107018262,41.0468965,-73.6264163
Single Family Residential,14 Dingletown Rd,Greenwich,CT,6830,3250000,4,4.5,3711,59241,1962,0,http://www.redfin.com/CT/Greenwich/14-Dingletown-Rd-06830/home/107012051,41.0728576,-73.6212877
Single Family Residential,36 Evergreen Rd,Greenwich,CT,6830,2799000,5,4.5,3790,28749,1950,0,http://www.redfin.com/CT/Greenwich/36-Evergreen-Rd-06830/home/107020555,41.0384183,-73.6311538
Single Family Residential,167 Bedford Rd,Greenwich,CT,6831,2380000,5,4.5,9048,217800,1943,0,http://www.redfin.com/CT/Greenwich/167-Bedford-Rd-06831/home/107023104,41.1028396,-73.7015824
Single Family Residential,314 N Maple Ave,Greenwich,CT,6830,3200000,5,4.5,5337,36590,1925,0,http://www.redfin.com/CT/Greenwich/314-N-Maple-Ave-06830/home/107029139,41.045881,-73.6265543
Single Family Residential,103 Connecticut Ave,Greenwich,CT,6830,2795000,4,4.5,1152,3484,2020,0,http://www.redfin.com/CT/Greenwich/103-Connecticut-Ave-06830/home/107019817,41.0282304,-73.6216106
Single Family Residential,6 Little Cove Ln,Greenwich,CT,6870,5495000,3,4.5,3964,12196,2013,0,http://www.redfin.com/CT/Old-Greenwich/6-Little-Cove-Ln-06870/home/107021112,41.0185643,-73.5671885
Single Family Residential,21 Harkim Rd,Greenwich,CT,6831,2250000,4,4.5,5320,65340,1975,0,http://www.redfin.com/CT/Greenwich/21-Harkim-Rd-06831/home/107011227,41.0440286,-73.6646386
Single Family Residential,23 Oak St,Greenwich,CT,6830,2199000,4,4.5,4378,65340,1937,0,http://www.redfin.com/CT/Greenwich/23-Oak-St-06831/home/107024624,41.0232091,-73.6401456
Single Family Residential,133 Blake Rd,Hamden,CT,6517,799000,5,4.5,4147,16988,1830,0,http://www.redfin.com/CT/Hamden/133-Blake-Rd-06517/home/54214544,41.3408263,-72.9178648
Single Family Residential,11 Villa Louisa Rd,Manchester,CT,6033,309900,4,4.5,3510,38332,1945,0,http://www.redfin.com/CT/Manchester/11-Villa-Louisa-Rd-06033/home/146083080,41.747669,-72.465039
Single Family Residential,104 Point LKOUT,Milford,CT,6460,1999999,5,4.5,5128,13068,1991,13,http://www.redfin.com/CT/Milford/104-Point-Lookout-06460/home/53911753,41.2032908,-73.0380604
Single Family Residential,61 Shell Ave,Milford,CT,6460,3499000,4,4.5,5001,12196,2017,0,http://www.redfin.com/CT/Milford/61-Shell-Ave-06460/home/53911189,41.2077097,-73.0582138
Single Family Residential,5 Point Beach Dr,Milford,CT,6460,1700000,5,4.5,4750,8276,2019,13,http://www.redfin.com/CT/Milford/5-Point-Beach-Dr-06460/home/53912131,41.2045607,-73.019704
Single Family Residential,126 Richmond Hill Rd,New Canaan,CT,6840,1525000,5,4.5,3005,15681,2017,0,http://www.redfin.com/CT/New-Canaan/126-Richmond-Hill-Rd-06840/home/107236475,41.1417766,-73.4998422
Single Family Residential,48 Hoyt Farm Rd,New Canaan,CT,6840,1395000,5,4.5,5496,89297,1983,0,http://www.redfin.com/CT/New-Canaan/48-Hoyt-Farm-Rd-06840/home/107236578,41.1388127,-73.4682634
Single Family Residential,94 Deer Park Rd,New Canaan,CT,6840,2575000,5,4.5,6261,120661,1953,0,http://www.redfin.com/CT/New-Canaan/94-Deer-Park-Rd-06840/home/107235824,41.1713611,-73.4835047
Single Family Residential,51 Twin Pond Ln,New Canaan,CT,6840,1395000,4,4.5,3926,117176,1988,0,http://www.redfin.com/CT/New-Canaan/51-Twin-Pond-Ln-06840/home/107234650,41.1665363,-73.4928481
Single Family Residential,269 Dans Hwy,New Canaan,CT,6840,1800000,4,4.5,6700,174675,1988,0,http://www.redfin.com/CT/New-Canaan/269-Dans-Hwy-06840/home/107238672,41.1727872,-73.5388681
Single Family Residential,5 Saint Ronan Ter,New Haven,CT,6511,999999,8,4.5,6228,16117,1903,0,http://www.redfin.com/CT/New-Haven/5-St-Ronan-Ter-06511/home/54286831,41.3222725,-72.9206564
Single Family Residential,50 Cold Spring St,New Haven,CT,6511,1199999,6,4.5,5026,7840,1907,0,http://www.redfin.com/CT/New-Haven/50-Cold-Spring-St-06511/home/54297521,41.324481,-72.9104126
Single Family Residential,6 Crosswind Ct,Newtown,CT,6470,785000,5,4.5,4640,45302,2006,0,http://www.redfin.com/CT/Newtown/6-Crosswind-Ct-06470/home/107638475,41.426941,-73.3722282
Single Family Residential,74 Taunton Hill Rd,Newtown,CT,6470,695000,5,4.5,5819,100623,1988,0,http://www.redfin.com/CT/Newtown/74-Taunton-Hill-Rd-06470/home/107643418,41.401113,-73.3583894
Single Family Residential,2 Somerset Ln,Newtown,CT,6482,799900,4,4.5,5298,62726,2006,0,http://www.redfin.com/CT/Sandy-Hook/2-Somerset-Ln-06482/home/107643907,41.407307,-73.2183636
Single Family Residential,88 Hattertown Rd,Newtown,CT,6470,659000,4,4.5,5906,101930,2002,0,http://www.redfin.com/CT/Newtown/88-Hattertown-Rd-06470/home/107649740,41.3630375,-73.3296148
Single Family Residential,4 Autumn Ridge Rd,Newtown,CT,6470,649900,4,4.5,5028,130680,1999,0,http://www.redfin.com/CT/Newtown/4-Autumn-Ridge-Rd-06470/home/107646295,41.439351,-73.3468172
Single Family Residential,18 Beaver Dam Rd,Newtown,CT,6470,699900,4,4.5,4110,87555,2004,0,http://www.redfin.com/CT/Newtown/18-Beaver-Dam-Rd-06470/home/107630930,41.3709565,-73.3056857
Single Family Residential,129 Huntingtown Rd,Newtown,CT,6470,1950000,4,4.5,7662,1291989,1981,0,http://www.redfin.com/CT/Newtown/129-Huntingtown-Rd-06470/home/107624152,41.353251,-73.287103
Single Family Residential,57 Rowayton Ave,Norwalk,CT,6853,6900000,4,4.5,4225,6098,2013,0,http://www.redfin.com/CT/Norwalk/57-Rowayton-Ave-06853/home/107859885,41.0623235,-73.4456019
Single Family Residential,286 Richards Ave,Norwalk,CT,6850,949000,4,4.5,4452,57499,1744,0,http://www.redfin.com/CT/Norwalk/286-Richards-Ave-06850/home/107834220,41.1145427,-73.4541516
Single Family Residential,8 Parkview Rd,Norwalk,CT,6853,3200000,5,4.5,4494,7840,2002,67,http://www.redfin.com/CT/Norwalk/8-Parkview-Rd-06853/home/107838830,41.0573649,-73.4343651
Single Family Residential,65 Chestnut Hill Rd,Norwalk,CT,6851,1088000,4,4.5,5625,37026,2003,0,http://www.redfin.com/CT/Norwalk/65-Chestnut-Hill-Rd-06851/home/107864139,41.1498508,-73.394093
Single Family Residential,196 Peaceable Ridge Rd,Ridgefield,CT,6877,1875000,4,4.5,7162,141570,2000,0,http://www.redfin.com/CT/Ridgefield/196-Peaceable-Ridge-Rd-06877/home/53644310,41.2889777,-73.5201392
Single Family Residential,10 Walnut Grove Rd,Ridgefield,CT,6877,1049000,4,4.5,4074,43560,2012,0,http://www.redfin.com/CT/Ridgefield/10-Walnut-Grove-Rd-06877/home/53649921,41.2946522,-73.4737928
Single Family Residential,219 Bennetts Farm Rd,Ridgefield,CT,6877,1125000,4,4.5,4036,94960,1785,0,http://www.redfin.com/CT/Ridgefield/219-Bennetts-Farm-Rd-06877/home/53647099,41.3412544,-73.5018899
Single Family Residential,80 Spring Valley Rd,Ridgefield,CT,6877,1749000,4,4.5,8082,130680,2009,0,http://www.redfin.com/CT/Ridgefield/80-Spring-Valley-Rd-06877/home/53644709,41.337933,-73.5371748
Single Family Residential,64 Topstone Rd,Ridgefield,CT,6877,1190000,5,4.5,6116,134164,2002,0,http://www.redfin.com/CT/Ridgefield/64-Topstone-Rd-06877/home/53644697,41.2999256,-73.454336
Single Family Residential,86 Lounsbury Ln,Ridgefield,CT,6877,995000,4,4.5,4896,87120,1992,0,http://www.redfin.com/CT/Ridgefield/86-Lounsbury-Ln-06877/home/53651129,41.2877392,-73.4607999
Single Family Residential,89 Deer Hill Dr,Ridgefield,CT,6877,1299000,5,4.5,5148,94089,2010,0,http://www.redfin.com/CT/Ridgefield/89-Deer-Hill-Dr-06877/home/53647189,41.2608627,-73.5194259
Single Family Residential,653 Branchville Rd,Ridgefield,CT,6877,2995000,5,4.5,4019,2238984,1900,0,http://www.redfin.com/CT/Ridgefield/653-Branchville-Rd-06877/home/53652803,41.2693756,-73.4483399
Single Family Residential,321 Main St,Ridgefield,CT,6877,2200000,6,4.5,5714,49222,1850,0,http://www.redfin.com/CT/Ridgefield/321-Main-St-06877/home/53652107,41.2788644,-73.4982743
Single Family Residential,36 Old South Salem Rd,Ridgefield,CT,6877,1445000,4,4.5,5219,147232,1997,0,http://www.redfin.com/CT/Ridgefield/36-S-Old-Salem-Rd-06877/home/53651717,41.266137,-73.5219274
Single Family Residential,221 Bennetts Farm Rd,Ridgefield,CT,6877,1395000,5,4.5,5133,51836,2020,0,http://www.redfin.com/CT/Ridgefield/221-Bennetts-Farm-Rd-06877/home/104544269,41.3399811,-73.5024233
Single Family Residential,48 East Ridge Rd,Ridgefield,CT,6877,2300000,6,4.5,6163,71874,1880,0,http://www.redfin.com/CT/Ridgefield/48-E-Ridge-Rd-06877/home/53648119,41.2791792,-73.4926639
Single Family Residential,31 Lockwood Rd,Riverside,CT,6878,2095000,5,4.5,3092,14374,1997,0,http://www.redfin.com/CT/Riverside/31-Lockwood-Rd-06878/home/107030279,41.0360076,-73.5861662
Single Family Residential,150 Riverside Ave,Riverside,CT,6878,2650000,6,4.5,6241,21344,1873,0,http://www.redfin.com/CT/Riverside/150-Riverside-Ave-06878/home/107026828,41.0284731,-73.5886496
Single Family Residential,47 Golden Hill Ln,Shelton,CT,6484,999000,4,4.5,7389,165528,2000,0,http://www.redfin.com/CT/Shelton/47-Golden-Hill-Ln-06484/home/107180019,41.3554838,-73.1484234
Single Family Residential,56 Sachem Dr,Shelton,CT,6484,760000,4,4.5,5800,51400,2005,0,http://www.redfin.com/CT/Shelton/56-Sachem-Dr-06484/home/107182710,41.3394057,-73.1389736
Single Family Residential,53 Wire Mill Rd,Stamford,CT,6903,899000,5,4.5,4076,10018,2007,0,http://www.redfin.com/CT/Stamford/53-Wire-Mill-Rd-06903/home/107110779,41.102773,-73.563764
Single Family Residential,52 Hoyclo Rd,Stamford,CT,6903,1449000,4,4.5,5056,73616,2005,0,http://www.redfin.com/CT/Stamford/52-Hoyclo-Rd-06903/home/107091074,41.146969,-73.5512458
Single Family Residential,149 Hope St,Stamford,CT,6906,879000,5,4.5,4006,7840,2006,0,http://www.redfin.com/CT/Stamford/149-Hope-St-06906/home/107118634,41.0658653,-73.5262128
Single Family Residential,716 Stillwater Rd,Stamford,CT,6902,975000,4,4.5,2925,37026,1999,0,http://www.redfin.com/CT/Stamford/716-Stillwater-Rd-06902/home/107103555,41.066877,-73.5586076
Single Family Residential,943 Sunset Rd,Stamford,CT,6903,1795000,4,4.5,4436,46609,2003,0,http://www.redfin.com/CT/Stamford/943-Sunset-Rd-06903/home/107091879,41.1473581,-73.5562611
Single Family Residential,253 Guinea Rd,Stamford,CT,6903,899000,5,4.5,4908,50529,1975,0,http://www.redfin.com/CT/Stamford/253-Guinea-Rd-06903/home/107117597,41.0980637,-73.5947908
Single Family Residential,11 Joan Rd,Stamford,CT,6905,875000,5,4.5,5734,48351,1965,0,http://www.redfin.com/CT/Stamford/11-Joan-Rd-06905/home/107104135,41.1064869,-73.538362
Single Family Residential,16 Woodledge Rd,Stamford,CT,6907,790000,5,4.5,2900,7405,2020,0,http://www.redfin.com/CT/Stamford/16-Woodledge-Rd-06907/home/107111142,41.0920786,-73.5224123
Condo/Co-op,26 Village Walk #26,Wilton,CT,6897,225000,1,1,698,0,1973,327,http://www.redfin.com/CT/Wilton/26-Village-Walk-06897/unit-26/home/172508911,41.1873294,-73.4310116
Single Family Residential,263 E Hunting Ridge Rd,Stamford,CT,6903,799000,4,4.5,5508,43560,1978,0,http://www.redfin.com/CT/Stamford/263-E-Hunting-Ridge-Rd-06903/home/107110339,41.1469176,-73.5705551
Single Family Residential,335 Mayapple Rd,Stamford,CT,6903,995000,4,4.5,5488,155509,1995,0,http://www.redfin.com/CT/Stamford/335-Mayapple-Rd-06903/home/107114748,41.1620297,-73.5728612
Single Family Residential,61 Shady Ln,Stamford,CT,6903,699000,5,4.5,3966,45738,1953,0,http://www.redfin.com/CT/Stamford/61-Shady-Ln-06903/home/107118078,41.1583939,-73.5688027
Single Family Residential,2118 Long Ridge Rd,Stamford,CT,6903,1500000,5,4.5,6317,69696,2020,0,http://www.redfin.com/CT/Stamford/2118-Long-Ridge-Rd-06903/home/107101019,41.1344824,-73.5884779
Single Family Residential,16 Briar Brae Rd,Stamford,CT,6903,849999,5,4.5,5859,45738,1996,0,http://www.redfin.com/CT/Stamford/16-Briar-Brae-Rd-06903/home/107096924,41.1570098,-73.5601312
Single Family Residential,8 Northwoods Rd,Stamford,CT,6905,959000,4,4.5,4122,11325,2020,0,http://www.redfin.com/CT/Stamford/8-Northwoods-Rd-06905/home/107094214,41.0764171,-73.5460003
Single Family Residential,86 Rogers Rd,Stamford,CT,6902,1890000,6,4.5,5304,37026,1926,0,http://www.redfin.com/CT/Stamford/86-Rogers-Rd-06902/home/107093164,41.0208667,-73.5290207
Single Family Residential,67 Revonah Cir,Stamford,CT,6905,925000,4,4.5,5294,12196,1981,0,http://www.redfin.com/CT/Stamford/67-Revonah-Cir-06905/home/107088953,41.0695531,-73.5378558
Single Family Residential,71 Briar Woods Trl,Stamford,CT,6903,949000,5,4.5,6242,62726,1983,150,http://www.redfin.com/CT/Stamford/71-Briar-Woods-Trl-06903/home/107093943,41.1505389,-73.5682006
Single Family Residential,401 Ocean Ave,Stratford,CT,6615,2399000,5,4.5,7364,47044,2006,0,http://www.redfin.com/CT/Stratford/401-Ocean-Ave-06615/home/107215663,41.1496915,-73.1249335
Single Family Residential,1203 Prospect Dr,Stratford,CT,6615,1875000,4,4.5,4802,32234,1977,0,http://www.redfin.com/CT/Stratford/1203-Prospect-Dr-06615/home/107226201,41.1523603,-73.1047776
Single Family Residential,200 3rd Ave,Stratford,CT,6615,1399000,4,4.5,3607,13068,1950,0,http://www.redfin.com/CT/Stratford/200-3rd-Ave-06615/home/107214214,41.1509067,-73.1308576
Single Family Residential,171 Washington Pkwy,Stratford,CT,6615,700000,5,4.5,6822,6969,2007,0,http://www.redfin.com/CT/Stratford/171-Washington-Pkwy-06615/home/107217567,41.1502615,-73.1290104
Single Family Residential,5050 Main St,Stratford,CT,6614,1600000,5,4.5,7580,16988,2006,0,http://www.redfin.com/CT/Stratford/5050-Main-St-06614/home/107216945,41.2241383,-73.1145388
Single Family Residential,2568 Huntington Tpke,Trumbull,CT,6611,749000,4,4.5,2905,66211,1996,0,http://www.redfin.com/CT/Trumbull/2568-Huntington-Tpke-06611/home/107198244,41.2678358,-73.1653666
Single Family Residential,16 Settlers Ridge Dr,Trumbull,CT,6611,1070000,6,4.5,5907,34848,2005,0,http://www.redfin.com/CT/Trumbull/16-Settlers-Ridge-Rd-06611/home/107205545,41.294142,-73.2130731
Single Family Residential,256 Teller Rd,Trumbull,CT,6611,775000,5,4.5,4810,44431,2008,0,http://www.redfin.com/CT/Trumbull/256-Teller-Rd-06611/home/107202448,41.2977969,-73.2210345
Single Family Residential,62 Old Tree Farm Ln,Trumbull,CT,6611,895000,5,4.5,5180,43995,2003,0,http://www.redfin.com/CT/Trumbull/62-Old-Tree-Farm-Ln-06611/home/107204310,41.2756556,-73.2652484
Single Family Residential,78 Walbridge Rd,West Hartford,CT,6119,725000,5,4.5,4297,11761,1962,0,http://www.redfin.com/CT/West-Hartford/78-Walbridge-Rd-06119/home/53961724,41.7705746,-72.7205379
Single Family Residential,4 High Wood Rd,West Hartford,CT,6117,850000,5,4.5,4846,20908,2013,0,http://www.redfin.com/CT/West-Hartford/4-High-Wood-Rd-06117/home/53979852,41.8016067,-72.7676452
Single Family Residential,36 Whetten Rd,West Hartford,CT,6117,989000,5,4.5,4989,20908,1937,0,http://www.redfin.com/CT/West-Hartford/36-Whetten-Rd-06117/home/53972865,41.7807809,-72.722439
Single Family Residential,70 Sycamore Rd,West Hartford,CT,6105,995000,5,4.5,4000,30056,2020,0,http://www.redfin.com/CT/West-Hartford/70-Sycamore-Rd-06117/home/172407178,41.7817116,-72.7158736
Single Family Residential,142 Whiting Ln,West Hartford,CT,6119,419000,5,4.5,3032,10454,1922,0,http://www.redfin.com/CT/West-Hartford/142-Whiting-Ln-06119/home/53973588,41.7601918,-72.7236336
Single Family Residential,13 White Birch Rdg,Weston,CT,6883,1279000,4,4.5,3890,43560,2014,21,http://www.redfin.com/CT/Weston/13-White-Birch-Rdg-06883/home/109665332,41.1905868,-73.3480858
Single Family Residential,11 Covlee Dr,Westport,CT,6880,3200000,4,4.5,4674,24393,1989,21,http://www.redfin.com/CT/Westport/11-Covlee-Dr-06880/home/107263330,41.1018037,-73.3823592
Single Family Residential,30 Fairfield Ave,Westport,CT,6880,3075000,4,4.5,3900,10018,2021,0,http://www.redfin.com/CT/Westport/30-Fairfield-Ave-06880/home/107258783,41.1090655,-73.3507212
Single Family Residential,216 Hillspoint Rd,Westport,CT,6880,2395000,5,4.5,4669,14374,1795,0,http://www.redfin.com/CT/Westport/216-Hillspoint-Rd-06880/home/107264396,41.1143049,-73.3462999
Single Family Residential,23 Soundview Dr,Westport,CT,6880,5900000,3,4.5,3226,8712,1909,0,http://www.redfin.com/CT/Westport/23-Soundview-Dr-06880/home/107264800,41.1074854,-73.3496159
Single Family Residential,19 Bradley St,Westport,CT,6880,2150000,4,4.5,3061,4791,1928,0,http://www.redfin.com/CT/Westport/19-Bradley-St-06880/home/107264259,41.107091,-73.3523792
Single Family Residential,1 Beachside Ave,Westport,CT,6880,2297000,5,4.5,4618,142876,1782,0,http://www.redfin.com/CT/Westport/1-Beachside-Ave-06880/home/107256070,41.1205762,-73.3174023
Single Family Residential,5 Marc Ln,Westport,CT,6880,2625000,4,4.5,5550,51400,2007,0,http://www.redfin.com/CT/Westport/5-Marc-Ln-06880/home/107264135,41.141073,-73.33999
Single Family Residential,17 April Dr,Westport,CT,6880,1749000,4,4.5,5480,49222,2005,0,http://www.redfin.com/CT/Westport/17-April-Dr-06880/home/107261959,41.1575974,-73.3700062
Single Family Residential,43 Evans Ln,Wilton,CT,6897,1199000,6,4.5,3237,218671,1966,0,http://www.redfin.com/CT/Wilton/43-Evans-Ln-06897/home/107150841,41.195928,-73.453617
Single Family Residential,10 Jeremy Garden Ln,Woodbridge,CT,6525,575000,3,4.5,4116,74052,2001,0,http://www.redfin.com/CT/Woodbridge/10-Jeremy-Garden-Ln-06525/home/54231498,41.3396508,-72.9959032
Single Family Residential,50 Penny Ln,Woodbridge,CT,6525,699000,5,4.5,5178,78843,1994,0,http://www.redfin.com/CT/Woodbridge/50-Penny-Ln-06525/home/54232074,41.364218,-73.0153222
Single Family Residential,104 Mansfield Ave,Darien,CT,6820,1650000,4,5,3633,32234,1974,0,http://www.redfin.com/CT/Darien/104-Mansfield-Ave-06820/home/107158060,41.0844468,-73.4713832
Single Family Residential,151 Christie Hill Rd,Darien,CT,6820,1995000,6,5,4630,43995,1976,0,http://www.redfin.com/CT/Darien/151-Christie-Hill-Rd-06820/home/107160208,41.0872509,-73.5040779
Single Family Residential,10 Locust Hill Rd,Darien,CT,6820,2995000,5,5,4500,45302,2020,0,http://www.redfin.com/CT/Darien/10-Locust-Hill-Rd-06820/home/107158964,41.0718038,-73.4699776
Single Family Residential,12 Locust Hill Rd,Darien,CT,6820,3295000,5,5,4595,82328,2021,0,http://www.redfin.com/CT/Darien/12-Locust-Hill-Rd-06820/home/110044725,41.0723123,-73.4693323
Single Family Residential,14 Locust Hill Rd,Darien,CT,6820,2995000,5,5,4500,44431,2021,0,http://www.redfin.com/CT/Darien/14-Locust-Hill-Rd-06820/home/107160529,41.071573,-73.4693279
Single Family Residential,8 Locust Hill Rd,Darien,CT,6820,2895000,5,5,4500,54362,2020,0,http://www.redfin.com/CT/Darien/8-Locust-Hill-Rd-06820/home/110044728,41.0722285,-73.4702835
Single Family Residential,62 Cosey Beach Ave,East Haven,CT,6512,895000,6,5,2912,7840,1917,0,http://www.redfin.com/CT/East-Haven/62-Cosey-Beach-Ave-06512/home/54300498,41.2459563,-72.8672868
Single Family Residential,1680 Hillside Rd,Fairfield,CT,6824,3290000,5,5,6439,193842,1914,0,http://www.redfin.com/CT/Fairfield/1680-Hillside-Rd-06824/home/107147053,41.1805038,-73.2921879
Single Family Residential,801 Banks North Rd,Fairfield,CT,6824,1499000,5,5,6083,114127,1998,0,http://www.redfin.com/CT/Fairfield/801-N-Banks-Rd-06824/home/107130050,41.1933323,-73.3131366
Single Family Residential,703 Verna Hill Rd,Fairfield,CT,6824,1775000,5,5,5690,53143,1997,0,http://www.redfin.com/CT/Fairfield/703-Verna-Hill-Rd-06824/home/107124300,41.1705465,-73.2926417
Single Family Residential,5 Kew Gdns,Farmington,CT,6032,769000,5,5,5129,17859,1996,104,http://www.redfin.com/CT/Farmington/5-Kew-Gdns-06032/home/54428281,41.7549228,-72.8438814
Single Family Residential,93 Main St,Farmington,CT,6032,895000,8,5,6407,47044,1802,0,http://www.redfin.com/CT/Farmington/93-Main-St-06032/home/54427022,41.7202088,-72.8308583
Single Family Residential,26 Pembroke Hl,Farmington,CT,6032,975000,6,5,6092,43560,1988,108,http://www.redfin.com/CT/Farmington/26-Pembroke-Hl-06032/home/54424277,41.746733,-72.837366
Single Family Residential,17 Winterset Rd,Greenwich,CT,6830,1995000,5,5,5115,93218,1967,0,http://www.redfin.com/CT/Greenwich/17-Winterset-Rd-06830/home/107019472,41.0864163,-73.6079252
Single Family Residential,21 Knollwood Dr,Greenwich,CT,6830,2695000,6,5,4463,103672,1981,0,http://www.redfin.com/CT/Greenwich/21-Knollwood-Dr-06830/home/107015279,41.0506716,-73.6260024
Single Family Residential,14 Gray Oaks Ln,Greenwich,CT,6830,3595000,5,5,5599,99316,1957,0,http://www.redfin.com/CT/Greenwich/14-Gray-Oaks-Ln-06830/home/107018011,41.0885902,-73.6339135
Single Family Residential,155 Clapboard Ridge Rd,Greenwich,CT,6831,2450000,4,5,4003,94960,1966,0,http://www.redfin.com/CT/Greenwich/155-Clapboard-Ridge-Rd-06831/home/107013712,41.0751233,-73.6452967
Single Family Residential,8 Woodside Rd,Greenwich,CT,6830,5395000,5,5,5693,82764,1927,0,http://www.redfin.com/CT/Greenwich/8-Woodside-Rd-06830/home/107023678,41.0417599,-73.633088
Single Family Residential,149 Weaver St,Greenwich,CT,6831,2350000,5,5,4218,111949,1859,0,http://www.redfin.com/CT/Greenwich/149-Weaver-St-06831/home/107019427,41.028683,-73.6528621
Condo/Co-op,87 Glen SIDE #87,Wilton,CT,6897,429000,2,1.5,1127,0,1985,446,http://www.redfin.com/CT/Wilton/87-Glen-06897/unit-87/home/172510775,41.1929148,-73.4307742
Single Family Residential,67 Lockwood Rd,Greenwich,CT,6878,2875000,5,5,4934,13939,2006,0,http://www.redfin.com/CT/Riverside/67-Lockwood-Rd-06878/home/107025079,41.0373793,-73.5825548
