,property_type,address,city,state,zip_code,price,beds,baths,square_feet,lot_size,year_built,hoa_permonth,url,latitude,longitude
0,Single Family Residential,13321 NW 7th Ct,Yukon,OK,73099,319880,4.0,2.5,2191.0,12837.0,2018.0,20.0,http://www.redfin.com/OK/Yukon/13321-NW-7th-Ct-73099/home/109888743,35.4712401,-97.7678438
1,Single Family Residential,4504 Blackberry Run,Oklahoma City,OK,73112,415880,4.0,4.0,3512.0,15738.0,1994.0,33.0,http://www.redfin.com/OK/Oklahoma-City/4504-Blackberry-Run-73112/home/78467738,35.5174044,-97.5807181
2,Single Family Residential,2508 Gerald Ct,Yukon,OK,73099,270000,4.0,2.5,2007.0,2688.0,2019.0,35.0,http://www.redfin.com/OK/Yukon/2508-Gerald-Ct-73099/home/169206756,35.439765799999996,-97.70244100000001
3,Single Family Residential,7004 N Shawnee Ave,Oklahoma City,OK,73116,275000,4.0,3.5,3070.0,9601.0,1965.0,,http://www.redfin.com/OK/Oklahoma-City/7004-N-Shawnee-Ave-73116/home/78447259,35.5432901,-97.588615
4,Single Family Residential,17613 Sparrowhawk Ln,Edmond,OK,73012,255000,3.0,2.0,1968.0,8751.0,2010.0,33.0,http://www.redfin.com/OK/Edmond/17613-Sparrowhawk-Ln-73012/home/71951987,35.650635799999996,-97.558112
5,Single Family Residential,15808 Rockwell Parke Ln,Edmond,OK,73013,254000,3.0,2.0,1701.0,6948.0,2017.0,67.0,http://www.redfin.com/OK/Edmond/15270-Egerton-Pl-73013/home/78543273,35.6303941,-97.64027709999999
6,Single Family Residential,9500 Timberland Ln,Yukon,OK,73099,186075,3.0,2.0,1476.0,7802.0,2020.0,13.0,http://www.redfin.com/OK/Yukon/9500-Timberland-Ln-73099/home/169206569,35.5672919,-97.7230343
7,Single Family Residential,9316 Buttonfield Ave,Moore,OK,73160,150000,3.0,2.0,1307.0,6098.0,1992.0,,http://www.redfin.com/OK/Oklahoma-City/9316-Buttonfield-Ave-73160/home/71894941,35.373934000000006,-97.4605544
8,Vacant Land,2021 Creekridge Dr,Oklahoma City,OK,73141,28000,,,,10298.0,,,http://www.redfin.com/OK/Oklahoma-City/2021-Creekridge-Dr-73141/home/172663510,35.491166299999996,-97.37805420000001
9,Single Family Residential,12404 SW 10th St,Yukon,OK,73099,149900,3.0,2.0,1340.0,7131.0,1997.0,,http://www.redfin.com/OK/Yukon/12404-SW-10th-St-73099/home/71756085,35.4539915,-97.74873649999999
10,Single Family Residential,522 NW 25th St,Oklahoma City,OK,73103,144900,3.0,1.0,1042.0,7301.0,1918.0,,http://www.redfin.com/OK/Oklahoma-City/522-NW-25th-St-73103/home/71863233,35.495215,-97.5221437
