,property_type,address,city,state,zip_code,price,beds,baths,square_feet,lot_size,year_built,hoa_permonth,url,latitude,longitude
168,Condo/Co-op,34-20 79th St Unit 4I,Jackson Heights,NY,11372,325000,1.0,1.0,725.0,,1939.0,865.0,http://www.redfin.com/NY/Jackson-Heights/3420-79th-St-11372/unit-4I/home/172666023,40.7527513,-73.8879031
169,Single Family Residential,244-24 84th Rd,Bellerose,NY,11426,679000,4.0,2.0,,3563.0,1945.0,,http://www.redfin.com/NY/Jamaica/244-24-84th-Rd-11426/home/20798170,40.7334109,-73.721716
170,Condo/Co-op,84-39 153rd Ave Unit 2B,Howard Beach,NY,11414,279000,1.0,1.0,,,1965.0,381.0,http://www.redfin.com/NY/Howard-Beach/84-39-153rd-Ave-11414/unit-2B/home/20727514,40.6668309,-73.8485075
171,Condo/Co-op,Unit at 298 Garfield Pl,Brooklyn,NY,11215,1595000,3.0,2.0,,,,,http://www.redfin.com/NY/Brooklyn/298-Garfield-Pl-11215/home/40648737,40.670466,-73.97374599999999
172,Condo/Co-op,Unit at 166 E 96th St,New York,NY,10128,915000,2.0,2.0,,,,,http://www.redfin.com/NY/New-York/166-E-96th-St-10128/home/172665874,40.7853516,-73.9503224
173,Multi-Family (2-4 Unit),106-06 Liberty Ave,Ozone Park,NY,11417,1050000,2.0,2.5,,1760.0,1931.0,,http://www.redfin.com/NY/Jamaica/106-06-Liberty-Ave-11417/home/40453854,40.682715,-73.835024
174,Condo/Co-op,1506 Decatur St Unit 2R,Ridgewood,NY,11385,598000,2.0,1.0,695.0,,2020.0,,http://www.redfin.com/NY/Ridgewood/1506-Decatur-St-11385/unit-2R/home/172665652,40.6930829,-73.9032687
175,Multi-Family (2-4 Unit),930 Wilcox Ave,BRONX,NY,10465,889000,4.0,2.0,2880.0,4726.0,1960.0,,http://www.redfin.com/NY/The-Bronx/930-Wilcox-Ave-10465/home/44769806,40.83339229999999,-73.81881690000002
176,Multi-Family (2-4 Unit),833 Kinsella St,BRONX,NY,10462,819999,5.0,4.0,3288.0,2500.0,1905.0,,http://www.redfin.com/NY/The-Bronx/833-Kinsella-St-10462/home/44731746,40.8457244,-73.86104209999999
177,Multi-Family (2-4 Unit),104-21 Rockaway Blvd,Ozone Park,NY,11417,924990,6.0,3.0,,2132.0,1930.0,,http://www.redfin.com/NY/Jamaica/104-21-Rockaway-Blvd-11417/home/20770958,40.679246899999995,-73.8349702
178,Condo/Co-op,Unit at 235 E 49th St,New York,NY,10017,495000,0.0,1.0,,,,,http://www.redfin.com/NY/New-York/235-E-49th-St-10017/home/45336067,40.754782299999995,-73.9696417
179,Multi-Family (2-4 Unit),13 Reynolds St,Staten  Island,NY,10304,878000,5.0,2.75,2500.0,5000.0,,,http://www.redfin.com/NY/Staten-Island/13-Reynolds-St-10305/home/56026692,40.61196279999999,-74.0768608
180,Single Family Residential,184-18 90th Ave,Hollis,NY,11423,599000,3.0,2.5,,1400.0,1920.0,,http://www.redfin.com/NY/Jamaica/184-18-90th-Ave-11423/home/20761096,40.711166999999996,-73.776462
181,Condo/Co-op,5900 Arlington Ave Unit 12H,BRONX,NY,10471,475000,2.0,1.0,891.0,,1960.0,1104.0,http://www.redfin.com/NY/The-Bronx/5900-Arlington-Ave-10471/unit-12H/home/143429779,40.9090953,-73.9056436
182,Multi-Family (2-4 Unit),48-15 98 St,Corona,NY,11368,1050000,4.0,2.0,2150.0,1900.0,1925.0,,http://www.redfin.com/NY/Flushing/48-15-98th-St-11368/home/20919420,40.743415999999996,-73.864334
183,Single Family Residential,53-25 210 St,Bayside,NY,11364,749000,3.0,1.0,,2844.0,1940.0,,http://www.redfin.com/NY/Flushing/53-25-210th-St-11364/home/20812281,40.750646,-73.768576
184,Single Family Residential,33 Barton Ave,Staten Island,NY,10306,575000,3.0,2.0,962.0,4000.0,1960.0,,http://www.redfin.com/NY/Staten-Island/33-Barton-Ave-10306/home/56063396,40.5839057,-74.1061252
185,Condo/Co-op,Unit at 201 E 21st St,New York,NY,10010,1250000,2.0,1.0,,,,,http://www.redfin.com/NY/New-York/201-E-21st-St-10010/home/115369671,40.737542100000006,-73.9838554
186,Condo/Co-op,Unit at 525 E 86th St,New York,NY,10028,1750000,3.0,2.0,,,,,http://www.redfin.com/NY/New-York/525-E-86th-St-10028/home/45187133,40.775726,-73.94584499999999
187,Condo/Co-op,555 Kappock St Unit 12P,BRONX,NY,10463,289900,1.0,1.0,760.0,,1966.0,1163.0,http://www.redfin.com/NY/The-Bronx/555-Kappock-St-10463/unit-12P/home/44601204,40.8780303,-73.91692259999999
188,Condo/Co-op,23-20 Bell Blvd Unit 2H,Bayside,NY,11360,448000,2.0,2.0,1200.0,,1963.0,1543.0,http://www.redfin.com/NY/Bayside/23-20-Bell-Blvd-11360/unit-2H/home/112971337,40.781705,-73.7765137
