SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,521 W Atlantic St,Nevada,MO,64772,109900,3,2.0,,2352,11325,1960,102,47,,Active,,,http://www.redfin.com/MO/Nevada/521-W-Atlantic-St-64772/home/79942969,Heartland MLS,2217424,N,Y,37.8509411,-94.3613819
MLS Listing,,Single Family Residential,507 S Prewitt St,Nevada,MO,64772,129900,3,2.5,,1892,7405,1984,116,69,50,Active,,,http://www.redfin.com/MO/Nevada/507-S-Prewitt-Ln-64772/home/79949027,Heartland MLS,2215653,N,Y,37.8335157,-94.3765749
MLS Listing,,Single Family Residential,1311 N Washington St,Nevada,MO,64772,37000,3,1.5,,1279,,1925,124,29,,Active,,,http://www.redfin.com/MO/Nevada/1311-N-Washington-St-64772/home/79939584,Heartland MLS,2214577,N,Y,37.8516996,-94.3547696
MLS Listing,,Vacant Land,100 E Atlantic St,Nevada,MO,64772,12500,,,,,,,124,,,Active,,,http://www.redfin.com/MO/Nevada/100-E-Atlantic-St-64772/home/79942627,Heartland MLS,2214569,N,Y,37.8507829,-94.3559338
MLS Listing,,Single Family Residential,18876 S 1300 Rd,Nevada,MO,64772,245000,3,2.0,,1464,,,125,167,,Active,,,http://www.redfin.com/MO/Nevada/18876-1300-Rd-64772/home/171244070,Heartland MLS,2214414,N,Y,37.8109946,-94.4025248
MLS Listing,,Single Family Residential,503 W Cherry St,Nevada,MO,64772,169900,4,3.5,,3058,12632,1918,134,56,,Active,,,http://www.redfin.com/MO/Nevada/503-W-Cherry-St-64772/home/79943342,Heartland MLS,2213217,N,Y,37.8381837,-94.3619518
MLS Listing,,Vacant Land,2040 N Industrial Pkwy,Nevada,MO,64772,240000,,,,,968338,,136,,,Active,,,http://www.redfin.com/MO/Nevada/2040-Industrial-Pkwy-64772/home/171169622,Heartland MLS,231147,N,Y,37.8644356,-94.3436722
MLS Listing,,Ranch,S BB Hwy,Nevada,MO,64772,142708,,,,,1553785,,136,,,Active,,,http://www.redfin.com/MO/Nevada/State-Highway-BB-64772/home/112469050,Heartland MLS,2190109,N,Y,37.7689247,-94.3677964
MLS Listing,,Vacant Land,Lot 23 Hillcrest Dr,Nevada,MO,64772,9750,,,,,15245,,136,,,Active,,,http://www.redfin.com/MO/Nevada/23-Hillcrest-Dr-64772/home/172560871,Heartland MLS,228209,N,Y,37.8165778,-94.3630543
MLS Listing,,Vacant Land,Lot 8 Hillcrest Dr,Nevada,MO,64772,9750,,,Vallee Hi 2,,15681,,136,,,Active,,,http://www.redfin.com/MO/Nevada/Lot-8-Hillcrest-Dr-64772/home/172561415,Heartland MLS,228206,N,Y,37.8167187,-94.3625361
MLS Listing,,Ranch,E 54 Hwy,Deerfield,MO,64741,175000,,,,,2178000,,136,,,Active,,,http://www.redfin.com/MO/Deerfield/7490-E-54-Hwy-64741/home/171169577,Heartland MLS,2208122,N,Y,37.8402874,-94.501047
MLS Listing,,Vacant Land,S 1550 Rd,Nevada,MO,64772,72000,,,Timber Ridge,,139392,,136,,,Active,,,http://www.redfin.com/MO/Nevada/Road-64772/home/79936053,Heartland MLS,231109,N,Y,37.8375,-94.3508
MLS Listing,,Vacant Land,E Pawhuska Rd,Nevada,MO,64772,47000,,,,,142876,,136,,,Active,,,http://www.redfin.com/MO/Nevada/E-Pawhuska-Rd-64772/home/79934951,Heartland MLS,231102,N,Y,37.8375,-94.3508
MLS Listing,,Vacant Land,10/11 Hillcrest Dr,Nevada,MO,64772,9670,,,,,42688,,136,,,Active,,,http://www.redfin.com/MO/Nevada/10-11-Hillcrest-Dr-64772/home/171169565,Heartland MLS,231066,N,Y,37.8167187,-94.3625361
MLS Listing,,Vacant Land,E Maple,Nevada,MO,64772,10400,,,,,38332,,136,,,Active,,,http://www.redfin.com/MO/Nevada/E-Maple-St-64772/home/171169564,Heartland MLS,229279,N,Y,37.834066,-94.3523259
MLS Listing,,Vacant Land,324 N Mac Blvd,Nevada,MO,64772,50000,,,,,65340,,136,,,Active,,,http://www.redfin.com/MO/Nevada/324-Mac-Blvd-64772/home/172559652,Heartland MLS,219102,N,Y,37.8384469,-94.3292684
MLS Listing,,Vacant Land,E Liberty,Nevada,MO,64772,12500,,,Cedar Pointe,,43560,,136,,,Active,,,http://www.redfin.com/MO/NEVADA/E-LIBERTY-RD-64772/home/79944442,Heartland MLS,231035,N,Y,37.8375,-94.3508
MLS Listing,,Vacant Land,Lot 4 Deer Run,Nevada,MO,64772,19900,,,,,18295,,136,,10,Active,,,http://www.redfin.com/MO/Nevada/4-Deer-Run-Dr-64772/home/172561068,Heartland MLS,230240,N,Y,37.8177125,-94.3629737
MLS Listing,,Vacant Land,Lot 2 Deer Run,Nevada,MO,64772,19900,,,,,18295,,136,,10,Active,,,http://www.redfin.com/MO/Nevada/2-Deer-Run-Dr-64772/home/172561521,Heartland MLS,230242,N,Y,37.8177125,-94.3629749
MLS Listing,,Vacant Land,E Prairie Ln,Nevada,MO,64772,17500,,,Southside Estates,,109771,,136,,,Active,,,http://www.redfin.com/MO/Center-Township/E-Pony-Hill-Rd-64772/home/79936347,Heartland MLS,230235,N,Y,37.8096932,-94.3632199
MLS Listing,,Vacant Land,E Berry,Nevada,MO,64772,9999,,,,,40510,,136,,,Active,,,http://www.redfin.com/MO/NEVADA/E-BERRY-ST-64772/home/79944937,Heartland MLS,230603,N,Y,37.8375,-94.3508
MLS Listing,,Vacant Land,2XX S Indiana,Nevada,MO,64772,145000,,,,,63162,,136,,,Active,,,http://www.redfin.com/MO/Nevada/2XX-S-Indiana-St-64772/home/172559929,Heartland MLS,230860,N,Y,37.8357584,-94.3395229
MLS Listing,,Vacant Land,N Centennial Blvd. Hwy,Nevada,MO,64772,99000,,,,,57063,,136,,,Active,,,http://www.redfin.com/MO/Nevada/324-N-Centennial-Blvd-64772/home/171421246,Heartland MLS,230817,N,Y,37.8401215,-94.3404049
MLS Listing,,Single Family Residential,12617 E Osage Nation Rd,Nevada,MO,64772,224900,5,4.0,Drywood Crest,2780,66211,1997,136,81,50,Active,,,http://www.redfin.com/MO/Nevada/E-Osage-Nation-Rd-64772/home/79941998,Heartland MLS,230712,N,Y,37.834552,-94.409775
MLS Listing,,Single Family Residential,Bluff,Other,MO,64772,59900,2,1.0,,1056,43560,1965,136,57,,Active,,,http://www.redfin.com/MO/Nevada/Bluff-64772/home/171169414,Heartland MLS,230697,N,Y,37.8352892,-94.3359635
MLS Listing,,Single Family Residential,107 Country Club Dr,Nevada,MO,64772,327500,3,3.0,Country Club,3000,14374,2004,136,109,,Active,,,http://www.redfin.com/MO/Nevada/107-Country-Club-Dr-64772/home/79948758,Heartland MLS,230671,N,Y,37.822663,-94.3676899
MLS Listing,,Single Family Residential,707 W Burton St,Nevada,MO,64772,82000,2,1.0,,1144,,1955,136,72,,Active,,,http://www.redfin.com/MO/Nevada/707-W-Burton-St-64772/home/171169404,Heartland MLS,2209583,N,Y,37.8276807,-94.3660238
MLS Listing,,Single Family Residential,10751 S 1513 Pass Rd,Nevada,MO,64772,215000,3,2.0,,3134,2265120,1980,136,69,,Active,,,http://www.redfin.com/MO/Nevada/10751-S-1513-Pass-64772/home/79934095,Heartland MLS,2211972,N,Y,37.9278251,-94.353109
MLS Listing,,Single Family Residential,226 W Arch St,Nevada,MO,64772,99900,5,1.0,,3413,10018,1884,136,29,,Active,,,http://www.redfin.com/MO/Nevada/226-W-Arch-St-64772/home/79936015,Heartland MLS,231142,N,Y,37.836265,-94.3584135
MLS Listing,,Single Family Residential,515 N Tower St,Nevada,MO,64772,37500,3,1.0,,1305,16117,1955,136,29,,Active,,,http://www.redfin.com/MO/Nevada/515-N-Tower-St-64772/home/79948404,Heartland MLS,231017,N,Y,37.8436618,-94.372904
MLS Listing,,Single Family Residential,13711 E Neosho Rd,Nevada,MO,64772,134900,3,2.0,,1380,26136,1993,136,98,,Active,,,http://www.redfin.com/MO/Nevada/13711-E-Neosho-Rd-64772/home/79948038,Heartland MLS,2210434,N,Y,37.8487727,-94.3884934
MLS Listing,,Single Family Residential,19755 S 1425 Rd,Nevada,MO,64772,775000,6,5.5,,7500,1197900,1990,136,103,,Active,,,http://www.redfin.com/MO/Nevada/19755-S-1425-Rd-64772/home/79949557,Heartland MLS,227660,N,Y,37.7971594,-94.3779202
MLS Listing,,Single Family Residential,704 W Burton St,Nevada,MO,64772,94500,2,1.0,,1964,,1955,137,48,,Active,,,http://www.redfin.com/MO/Nevada/704-W-Burton-St-64772/home/79948640,Heartland MLS,2208495,N,Y,37.8273113,-94.365402
MLS Listing,,Single Family Residential,318 E Hickory St,Nevada,MO,64772,60000,3,1.5,,1891,,1905,138,32,,Active,,,http://www.redfin.com/MO/Nevada/318-E-Hickory-St-64772/home/79943806,Heartland MLS,2211681,N,Y,37.8424437,-94.3535224
