SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1105 Spring St #911,Seattle,WA,98104,299000,1,1.0,First Hill,630,,1950,1,475,455,Active,,,http://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-911/home/12305611,NWMLS,1642202,N,Y,47.6099769,-122.3253289
MLS Listing,,Townhouse,316 26th Ave S Unit A,Seattle,WA,98144,599950,3,2.25,Central Area,1110,979,2008,1,540,,Active,,,http://www.redfin.com/WA/Seattle/316-26th-Ave-S-98144/unit-A/home/143902,NWMLS,1641137,N,Y,47.5997985,-122.2981729
MLS Listing,,Townhouse,3017 S Nevada St,Seattle,WA,98108,615000,2,2.25,Columbia City,1270,1685,2012,1,484,396,Active,,,http://www.redfin.com/WA/Seattle/3017-S-Nevada-St-98108/home/28582099,NWMLS,1637441,N,Y,47.5645988,-122.2946822
MLS Listing,,Condo/Co-op,211 Summit Ave E Unit S320,Seattle,WA,98102,375000,1,1.0,Broadway,557,,1984,1,673,331,Active,,,http://www.redfin.com/WA/Seattle/211-Summit-Ave-E-98102/unit-S320/home/32120,NWMLS,1641298,N,Y,47.6200652,-122.325888
MLS Listing,,Townhouse,2650 NW 62nd St,Seattle,WA,98107,930000,3,2.25,Ballard,1880,1170,2016,1,495,,Active,,,http://www.redfin.com/WA/Seattle/2650-NW-62nd-St-98107/home/101611444,NWMLS,1638816,N,Y,47.673999,-122.3924282
MLS Listing,,Condo/Co-op,530 Broadway E #114,Seattle,WA,98102,545999,1,1.5,Broadway,814,,2007,2,671,505,Active,,,http://www.redfin.com/WA/Seattle/530-Broadway-E-98102/unit-114/home/21616767,NWMLS,1641508,N,Y,47.6238938,-122.3203681
MLS Listing,,Single Family Residential,13105 1st Ave NW,Seattle,WA,98177,1125000,4,2.75,Broadview,3160,10032,2005,2,356,,Active,,,http://www.redfin.com/WA/Seattle/13105-1st-Ave-NW-98177/home/95938,NWMLS,1640746,N,Y,47.724484,-122.3585226
MLS Listing,,Single Family Residential,1415 3rd Ave W Unit B,Seattle,WA,98119,949900,2,2.5,Queen Anne,1886,973,2007,2,504,,Active,,,http://www.redfin.com/WA/Seattle/1415-3rd-Ave-W-98119/unit-B/home/12304132,NWMLS,1640547,N,Y,47.6317743,-122.3609257
MLS Listing,,Townhouse,4714 Delridge Way SW,Seattle,WA,98106,565000,3,1.75,Delridge,1420,1060,2015,2,398,,Active,,,http://www.redfin.com/WA/Seattle/4714-Delridge-Way-SW-98106/home/99782654,NWMLS,1640946,N,Y,47.5606164,-122.3626373
MLS Listing,,Single Family Residential,7536 21st Ave SW,Seattle,WA,98106,769000,3,2.5,Delridge,2100,7178,2014,2,366,,Active,,,http://www.redfin.com/WA/Seattle/7536-21st-Ave-SW-98106/home/50269675,NWMLS,1640678,N,Y,47.5343843,-122.3602254
MLS Listing,,Condo/Co-op,411 Boylston Ave E #203,Seattle,WA,98102,320000,1,1.0,Capitol Hill,443,,1930,2,722,470,Active,,,http://www.redfin.com/WA/Seattle/411-Boylston-Ave-E-98102/unit-203/home/52024,NWMLS,1640705,N,Y,47.6224402,-122.323326
MLS Listing,,Single Family Residential,2854 39th Ave W,Seattle,WA,98199,1250000,3,1.75,Magnolia,3080,6255,1949,2,406,,Active,,,http://www.redfin.com/WA/Seattle/2854-39th-Ave-W-98199/home/126677,NWMLS,1640708,N,Y,47.6465861,-122.4065921
MLS Listing,,Townhouse,2404 S Grand St,Seattle,WA,98144,709900,3,2.5,Judkins,1530,1921,2008,2,464,,Active,,,http://www.redfin.com/WA/Seattle/2404-S-Grand-St-98144/home/17382707,NWMLS,1640801,N,Y,47.5870164,-122.300897
MLS Listing,,Condo/Co-op,1808 Minor Ave #1011,Seattle,WA,98101,330000,0,1.0,Denny Triangle,352,,2020,3,938,309,Active,,,http://www.redfin.com/WA/Seattle/1808-Minor-Ave-98101/unit-1011/home/171162302,NWMLS,1640816,N,Y,47.616977922,-122.3305806
MLS Listing,,Townhouse,7023 35th Ave NE Unit B,Seattle,WA,98115,725000,3,1.75,Ravenna,1280,847,2015,3,566,,Active,,,http://www.redfin.com/WA/Seattle/7023-35th-Ave-NE-98115/unit-B/home/105510927,NWMLS,1640568,N,Y,47.680164,-122.290694
MLS Listing,,Condo/Co-op,103 Bellevue Ave E #301,Seattle,WA,98102,450000,1,1.0,Broadway,708,,2004,3,636,431,Active,,,http://www.redfin.com/WA/Seattle/103-Bellevue-Ave-E-98102/unit-301/home/2088107,NWMLS,1640809,N,Y,47.6187221,-122.3270741
