SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1812 Decatur Blvd #202,Las Vegas,NV,89108,115000,2,2,Laguna Shores Sub,945,945,1985,1,122,190,Active,,,http://www.redfin.com/NV/Las-Vegas/1812-N-Decatur-Blvd-89108/unit-202/home/29307134,GLVAR,2219561,N,Y,36.1925145,-115.205355
MLS Listing,,Condo/Co-op,2606 Durango #202,Las Vegas,NV,89117,128400,1,1,Whispering Lakes,720,,1989,1,178,150,Active,,,http://www.redfin.com/NV/Las-Vegas/2606-S-Durango-Dr-89117/unit-202/home/29015476,GLVAR,2219513,N,Y,36.1408705,-115.2785866
MLS Listing,,Single Family Residential,10667 Sariah Skye Ave Lot 8,Las Vegas,NV,89166,344990,3,2.5,Ravenna at Skye Canyon,2138,3049,2020,1,161,47,Active,,,http://www.redfin.com/NV/Las-Vegas/N-Shaumber-Rd-89166/unit-8/home/172669207,GLVAR,2219435,N,Y,36.3071258,-115.3263332
MLS Listing,,Single Family Residential,9401 Cedar Heights Ave,Las Vegas,NV,89134,429999,4,3,Serenata At The Hills At Summerlin,2458,6098,1993,1,175,50,Active,,,http://www.redfin.com/NV/Las-Vegas/9401-Cedar-Heights-Ave-89134/home/29153255,GLVAR,2219541,N,Y,36.2043152,-115.300728
MLS Listing,,Condo/Co-op,813 Peachy Canyon Cir #201,Las Vegas,NV,89144,239000,2,2,South Half Parcel H-Village 3,1302,1302,2000,1,184,205,Active,,,http://www.redfin.com/NV/Las-Vegas/813-Peachy-Canyon-Cir-89144/unit-201/home/29210634,GLVAR,2218894,N,Y,36.1810219,-115.309585
MLS Listing,,Single Family Residential,1220 Woodbridge Dr,Las Vegas,NV,89108,253900,3,2,Woodland Hills C,1597,6970,1980,1,159,,Active,,,http://www.redfin.com/NV/Las-Vegas/1220-Woodbridge-Dr-89108/home/29341977,GLVAR,2218470,N,Y,36.1859188,-115.1903518
MLS Listing,,Single Family Residential,2933 Royal Coach Ct,Las Vegas,NV,89134,299900,2,1.75,Sun City Las Vegas-Unit #25,1119,16117,1992,1,268,137,Active,,,http://www.redfin.com/NV/Las-Vegas/2933-Royal-Coach-Ct-89134/home/29152317,GLVAR,2218841,N,Y,36.2153411,-115.3018392
MLS Listing,,Townhouse,11313 Gravitation Dr,Las Vegas,NV,89135,516621,3,2.5,CHARLESTON & 215 aka AFFINITY,2203,1742,2019,1,235,265,Active,,,http://www.redfin.com/NV/Las-Vegas/11313-Gravitation-Dr-89135/home/166486241,GLVAR,2216735,N,Y,36.1556356,-115.3412901
MLS Listing,,Townhouse,11319 Gravitation Dr,Las Vegas,NV,89135,440273,3,2.5,Charleston & 215 Aka Affinity Amd,2027,1742,2019,1,217,265,Active,,,http://www.redfin.com/NV/Las-Vegas/11319-Gravitation-Dr-89135/home/166601044,GLVAR,2216732,N,Y,36.1558674,-115.3412921
MLS Listing,,Single Family Residential,10525 Shanna Trellis Ave,Las Vegas,NV,89144,329000,3,2,Arbor Grove,1273,4356,2000,1,258,50,Active,,,http://www.redfin.com/NV/Las-Vegas/10525-Shanna-Trellis-Ave-89144/home/29109137,GLVAR,2219339,N,Y,36.1922114,-115.3262384
MLS Listing,,Condo/Co-op,11299 Glowing Ave #101,Las Vegas,NV,89135,404025,3,2.5,Charleston & 215 Aka Affinity,1851,3485,2020,1,218,285,Active,,,http://www.redfin.com/NV/Las-Vegas/11299-Glowing-Cove-Ave-89129/unit-101/home/113672925,GLVAR,2216742,N,Y,36.157957,-115.34066
MLS Listing,,Townhouse,8721 Prairie Hill Dr,Las Vegas,NV,89134,234500,2,1,Sun City Summerlin,1046,2614,1990,1,224,195,Active,,,http://www.redfin.com/NV/Las-Vegas/8721-Prairie-Hill-Dr-89134/home/29159297,GLVAR,2219077,N,Y,36.2023261,-115.2845225
MLS Listing,,Single Family Residential,4971 Hayride St,Las Vegas,NV,89149,795000,7,4.5,Cimarron Estate,4970,20038,1996,1,160,100,Active,,,http://www.redfin.com/NV/Las-Vegas/4971-Hayride-St-89149/home/29098266,GLVAR,2219464,N,Y,36.2511411,-115.2724258
MLS Listing,,Single Family Residential,9179 Weeping Hollow Ave,Las Vegas,NV,89178,439000,4,2.75,South Mountain-Phase 1B,3231,4356,2006,1,136,37,Active,,,http://www.redfin.com/NV/Las-Vegas/9179-Weeping-Hollow-Ave-89178/home/29067295,GLVAR,2218907,N,Y,36.014109,-115.2933662
MLS Listing,,Condo/Co-op,4400 Jones Blvd #2020,Las Vegas,NV,89103,169900,2,2,Borgata Condo,947,,1998,1,179,221,Active,,,http://www.redfin.com/NV/Las-Vegas/4400-S-Jones-Blvd-89103/unit-2020/home/29449415,GLVAR,2218064,N,Y,36.1083836,-115.2242301
