SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,601 Van Ness Ave #543,San Francisco,CA,94102,679000,1,1.0,Van Ness/Civic Center,709,,1982,67,958,909,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-543/home/1340580,San Francisco MLS,497440,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,900 Bush St #402,San Francisco,CA,94109,679000,1,1.0,Downtown,,,1982,11,,967,Active,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-402/home/12546183,San Francisco MLS,501961,N,Y,37.7898391,-122.4124276
MLS Listing,,Condo/Co-op,1000 North Point St #405,San Francisco,CA,94109,679000,0,1.0,Russian Hill,,,1965,47,,504,Active,,,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-405/home/12395483,San Francisco MLS,500086,N,Y,37.8055099,-122.4241573
MLS Listing,,Condo/Co-op,601 Van Ness Ave #726,San Francisco,CA,94102,682000,1,1.0,Van Ness/Civic Center,718,,1982,25,950,901,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-726/home/1305305,San Francisco MLS,501395,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,260 King St #753,San Francisco,CA,94107,685000,0,1.0,Mission Bay,556,,2004,26,1232,794,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-753/home/11743416,San Francisco MLS,501133,N,Y,37.7776422,-122.3934181
MLS Listing,,Condo/Co-op,601 Van Ness Ave #602,San Francisco,CA,94102,685000,1,1.0,Van Ness/Civic Center,676,,1982,21,1013,909,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-602/home/2030621,San Francisco MLS,501612,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,115 Carl St #3,San Francisco,CA,94117,685000,1,1.0,Parnassus/Ashbury Heights,572,,1964,64,1198,360,Active,,,http://www.redfin.com/CA/San-Francisco/115-Carl-St-94117/unit-3/home/169630912,San Francisco MLS,498923,N,Y,37.7655847,-122.4504283
MLS Listing,,Condo/Co-op,1000 North Point St #704,San Francisco,CA,94109,688000,0,1.0,Russian Hill,443,,1963,151,1553,527,Active,,,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-704/home/12395413,San Francisco MLS,495893,N,Y,37.8055099,-122.4241573
New Construction Plan,,Condo/Co-op,10 Kennedy Pl #203,San Francisco,CA,94124,690000,1,1.0,The San Francisco Shipyard - Landing,613,,,,1126,,Active,,,http://www.redfin.com/CA/San-Francisco/The-San-Francisco-Shipyard-Landing/10-Kennedy-Pl-203/home/170916575,NewHomeSource.com,Plan-131777457,N,Y,37.7273365,-122.3683576
MLS Listing,,Condo/Co-op,655 Corbett Ave #102,San Francisco,CA,94114,690000,1,1.0,Twin Peaks,619,,1964,5,1115,500,Active,,,http://www.redfin.com/CA/San-Francisco/655-Corbett-Ave-94114/unit-102/home/63805177,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914613,N,Y,37.7565294,-122.4430524
MLS Listing,,Single Family Residential,783 Ingerson Ave,San Francisco,CA,94124,695000,3,2.0,Bayview,1230,4996,1914,49,565,,Active,,,http://www.redfin.com/CA/San-Francisco/783-Ingerson-Ave-94124/home/1176291,San Francisco MLS,499948,N,Y,37.7165562,-122.3891296
MLS Listing,,Condo/Co-op,388 Fulton St #508,San Francisco,CA,94102,695000,0,1.0,Hayes Valley,,,,7,,485,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-508/home/144063613,San Francisco MLS,502603,N,Y,37.7790409,-122.4231102
MLS Listing,,Condo/Co-op,551 Hudson Ave #302,San Francisco,CA,94124,695000,2,1.0,Hunters Point,806,,2015,151,862,444,Active,,,http://www.redfin.com/CA/San-Francisco/551-Hudson-Ave-94124/unit-302/home/105308600,San Francisco MLS,495143,N,Y,37.7275689,-122.3672585
MLS Listing,,Condo/Co-op,260 King St #761,San Francisco,CA,94107,695000,0,1.0,Mission Bay,618,,2004,16,1125,799,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-761/home/11743419,San Francisco MLS,501657,N,Y,37.7776422,-122.3934181
